img_path,top_category,top_color,bottom_category,bottom_color
..\object_detection\ClothesCategory_v9\test\images\28206855_jpg.rf.2405ad03661810f5302d455464916892.jpg,mtm,dimgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28216114_jpg.rf.94698e1793f0e64304ee29c7bff61ab6.jpg,shirt,dimgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28218157_blurr_jpg.rf.234e9e26bfe3a1789fc4f34690a2506e.jpg,cardigan,black,denimpants,steelblue
..\object_detection\ClothesCategory_v9\test\images\28233467_jpg.rf.e96d6dd1a10186a35c0569558bed83eb.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28238831_blurr_jpg.rf.7ba1fac29bff612ae65805a1f1a054ef.jpg,mtm,dimgrey,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28239584_blurr_jpg.rf.588d396aa9f209bb1dea041574efd494.jpg,shirt,lightgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28248527_jpg.rf.6598f56175efd01ddb1c8971da057c13.jpg,mtm,darkslategrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28257945_jpg.rf.349610ec2cdc0abb98a6fed95bc7b5ed.jpg,shortsleeve,silver,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28275546_jpg.rf.cf192ff5e33a84efc889a1c586531376.jpg,longsleeve,black,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28275802_jpg.rf.49352806243f5680994fe0eb900e744f.jpg,shortsleeve,tan,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28278923_jpg.rf.04433d4bac9ea5fe5a6dddbc15953b3d.jpg,shortsleeve,black,shortpants,rosybrown
..\object_detection\ClothesCategory_v9\test\images\28290596_jpg.rf.c5cf5167e7c23afa53941f6d43b19595.jpg,shirt,lightsteelblue,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28336561_blurr_jpg.rf.f426345b1f40cd701082e02e14e03856.jpg,shortsleeve,ghostwhite,skirt,lightskyblue
..\object_detection\ClothesCategory_v9\test\images\28367348_jpg.rf.cd467530f4950cfb611f261625e80015.jpg,shortsleeve,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28367994_jpg.rf.93bb6a8a5db43e3f144f475fa3000d1b.jpg,hoodies,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28369904_blurr_jpg.rf.5b7ad145c3e8ac41fa7d75056b93e8cb.jpg,mtm,black,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\28375468_jpg.rf.49f1751b69c4085360518f67341f6710.jpg,shortsleeve,darkslategrey,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28388304_jpg.rf.ec342a2af05fc90076f51315f5409e0c.jpg,shortsleeve,darkolivegreen,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28399761_jpg.rf.0979fce2ec4cc464fc2a6ef9ed67fd35.jpg,longsleeve,seagreen,skirt,seagreen
..\object_detection\ClothesCategory_v9\test\images\28413567_jpg.rf.b09ddd3d4d5778ac315fa91111c50174.jpg,hoodies,darkred,shortpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\28446424_jpg.rf.417e6f4e99f2f146f1001514cc774157.jpg,cardigan,saddlebrown,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28459756_jpg.rf.b7ecb23d75c3e5f792743cfae2d65e8c.jpg,cardigan,grey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28481032_jpg.rf.2c0dffece7c1157344b1f19ae4063210.jpg,shortsleeve,snow,shortpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\28483169_blurr_jpg.rf.9c5733619d2d7f2455fccf7ec8565010.jpg,shortsleeve,black,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\28486349_jpg.rf.4f7c8f3f9dce6de75c4bd4fb90719cad.jpg,shortsleeve,darkslategrey,shortpants,lightsteelblue
..\object_detection\ClothesCategory_v9\test\images\28486404_jpg.rf.9925b846e59df6b5cb2399343f99b4e4.jpg,shortsleeve,lavender,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28490637_jpg.rf.553b82f0672bb22ad2792c71098eae35.jpg,shortsleeve,black,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\28535487_jpg.rf.6945d4699ed7be4af8864ae39dd56d66.jpg,shortsleeve,lightgrey,skirt,grey
..\object_detection\ClothesCategory_v9\test\images\28554624_jpg.rf.f9aefb366c2e677acbe3d818264261ab.jpg,shortsleeve,black,shortpants,linen
..\object_detection\ClothesCategory_v9\test\images\28561065_jpg.rf.709ca4bc768f21cb620185301ed8e5e1.jpg,mtm,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28565729_jpg.rf.4f4875b989188337bd187ff1686e7528.jpg,cardigan,silver,cottonpants,grey
..\object_detection\ClothesCategory_v9\test\images\28566295_jpg.rf.2ba3136abc48c4f631691f2abe9e7aa4.jpg,mtm,gainsboro,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28575254_jpg.rf.f9f670fe1d612b5ad4d6fed281ba3943.jpg,hoodies,silver,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28577513_jpg.rf.95fba9ed43e0292bf371349e2996a6e5.jpg,shortsleeve,dimgrey,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\28579506_blurr_jpg.rf.3c352f838af970d7e71938c1ce4950ab.jpg,shirt,silver,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\28586871_jpg.rf.fd887968d448205dd6a6c38450e3ee8d.jpg,shortsleeve,darkslategrey,shortpants,saddlebrown
..\object_detection\ClothesCategory_v9\test\images\28611997_jpg.rf.8813815e379b8efcfb1222dff9ae70e4.jpg,shortsleeve,darkgrey,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\28623999_blurr_jpg.rf.5d6f599a8030173ec0866a920c5fe4f6.jpg,mtm,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28636261_jpg.rf.0f9540fd594231bbb9b82ecc168fc7c1.jpg,shortsleeve,lightgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28641989_jpg.rf.e88cd771feed4a8220c6a2c9ca99bba5.jpg,shortsleeve,dimgrey,shortpants,slategrey
..\object_detection\ClothesCategory_v9\test\images\28656294_jpg.rf.4e82ecf3c368e418833d6b865864f3ed.jpg,shortsleeve,wheat,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28663274_jpg.rf.28f901275e37b64dc59b3bd2b0655672.jpg,shortsleeve,black,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28697320_jpg.rf.ac694308d5dafee983fd0611cee5ee16.jpg,shortsleeve,darkslategrey,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\28717702_jpg.rf.59906633e5dd03ad1e85c0ab9f9bb93c.jpg,shortsleeve,lightsteelblue,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28744398_jpg.rf.5814eb5dab206b92a8d9d157c2eb0188.jpg,shortsleeve,lavender,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28747895_jpg.rf.23103eb1ba4e2a17d3936516925519f6.jpg,shortsleeve,dimgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\28753461_jpg.rf.6b48d4125e06773adb19ea828815252f.jpg,shortsleeve,gainsboro,shortpants,darkgrey
..\object_detection\ClothesCategory_v9\test\images\28762681_jpg.rf.7a166471aebfce06bc7d1d37a16b44e4.jpg,shortsleeve,grey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28776407_jpg.rf.b5fbf1f5400efde08287468c693f2106.jpg,shortsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28779497_jpg.rf.707ee89b672387f9f98424ac654f524f.jpg,shortsleeve,lavender,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28789061_blurr_jpg.rf.3a45d586438d440afc4300dc2da5d0ec.jpg,shortsleeve,grey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\28800917_jpg.rf.e2a89b284637924a10e016bcf55901a7.jpg,shirt,lightsteelblue,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28801058_jpg.rf.0f8e1da5c39d413bdb999eafb5a5898e.jpg,shortsleeve,grey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\28802109_blurr_jpg.rf.7b4676c897357e5f1516b95890985d19.jpg,shortsleeve,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28805903_blurr_jpg.rf.450b6316b57dab7053d5ae3026c6bf5a.jpg,longsleeve,gainsboro,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28845458_jpg.rf.dfcdee4cc30b128e03f3f22d31c05c52.jpg,shortsleeve,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28847166_jpg.rf.997ed689323d42f3422447c7e5e71eed.jpg,longsleeve,dimgrey,skirt,rosybrown
..\object_detection\ClothesCategory_v9\test\images\28855538_blurr_jpg.rf.1db86f41784e932c068367d0b735df06.jpg,shortsleeve,gainsboro,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28868319_jpg.rf.6767589a9c74c5d6104c362eb68ad5ab.jpg,shortsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\28939636_jpg.rf.53c752321f6014d9181c574eed40c44c.jpg,shortsleeve,dimgrey,shortpants,lavender
..\object_detection\ClothesCategory_v9\test\images\28947617_jpg.rf.9ac3ae64ea89b932ad6a48ceedb9c152.jpg,shortsleeve,black,shortpants,antiquewhite
..\object_detection\ClothesCategory_v9\test\images\28974949_jpg.rf.dd9041a9b81bbcca2023f451283fd52f.jpg,blazer,darkslategrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28980628_blurr_jpg.rf.5a54aef931fa96c339101badc1a8565b.jpg,mtm,lavender,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28989290_jpg.rf.52c3a4602b2cde64dc60bbac954ae383.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\28997080_jpg.rf.bd4dbc97b21b12734729514e0265eac6.jpg,shortsleeve,darkgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\28998068_jpg.rf.52c950224c8b5e71be86878a0801fe5e.jpg,shirt,gainsboro,skirt,rosybrown
..\object_detection\ClothesCategory_v9\test\images\29010823_blurr_jpg.rf.ab9652af5b37d1ef9ef6f538bd6f9ae0.jpg,shortsleeve,skyblue,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\29025958_blurr_jpg.rf.c1b94f1f972294d078912acc121982fa.jpg,shirt,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29029670_jpg.rf.86adc0d6eb3d224220c0ff781930b8c0.jpg,shortsleeve,darkgrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\29062844_blurr_jpg.rf.a73e4e72d340298a71af052479725096.jpg,zipup,wheat,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29077995_jpg.rf.1b28ebc01f776b1bb4305ec8c50a6a1c.jpg,shortsleeve,black,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29143594_jpg.rf.af97fc87c9b3ebd91ebf19733bab733d.jpg,shirt,darkslategrey,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29165131_jpg.rf.e0d9a046c80830c8a2ed54dba8793f8c.jpg,shirt,silver,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29200881_jpg.rf.a54007048396bf19fed7e17c9f8b7bfb.jpg,shortsleeve,black,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29202835_jpg.rf.fa56b4ecd29fa92968f7206796225d12.jpg,shirt,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29212709_jpg.rf.5751954e86f750597d207538c952c8c1.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29212828_jpg.rf.798828386b19ea98965470303fd635c6.jpg,shortsleeve,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\29217763_jpg.rf.2f11d04bcade0bb37de844d390b816d5.jpg,shirt,gainsboro,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29239304_jpg.rf.633b9c351728bcec44bd25da9d7fe68a.jpg,shortsleeve,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\29243819_blurr_jpg.rf.d7cbc94f1423e1c606a42b2493a7bcdd.jpg,shortsleeve,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29254214_jpg.rf.a5ffc48de2976f29a0de7917a9f3d95b.jpg,shortsleeve,aliceblue,shortpants,lightskyblue
..\object_detection\ClothesCategory_v9\test\images\29254406_jpg.rf.28d2b700f947d5d7b705181d5a6bfed3.jpg,shortsleeve,lightsteelblue,shortpants,lightgrey
..\object_detection\ClothesCategory_v9\test\images\29290873_jpg.rf.727856001dd8ae0e809c84df17d1aaa1.jpg,shortsleeve,sandybrown,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\29292671_jpg.rf.a91811bc3aa779e6952139c60b8c2b8a.jpg,shortsleeve,lightgrey,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\29322531_jpg.rf.8c93f85770db1890c96163ee27fbb53d.jpg,shortsleeve,darkgrey,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\29328507_jpg.rf.164a6d4ad206dae4b207e95366a38c7a.jpg,shortsleeve,sienna,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\29330099_jpg.rf.c6d57aca5406c83e821fb233ef2a0c45.jpg,cardigan,dimgrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29333499_jpg.rf.8ee6d2f4879e70c6c9d82bbd54e9b4c3.jpg,shortsleeve,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29358695_jpg.rf.0efdb876bb079ec32242cfa591733748.jpg,cardigan,black,skirt,lightgrey
..\object_detection\ClothesCategory_v9\test\images\29359114_jpg.rf.6a594d7e2bfc91b38bf1f3f5354a1d25.jpg,shortsleeve,black,shortpants,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\29386871_jpg.rf.6eb6519bef85ae4ec714f483300c27dd.jpg,shirt,skyblue,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\29393933_jpg.rf.20a0fcc2cdf8f60097412fdcfe933247.jpg,shortsleeve,darkslategrey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\29417627_jpg.rf.9dfe3fdc023df08c539b9a4cefe4e194.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29518551_jpg.rf.c3441c3452fc3c43f64b5889d2757397.jpg,mtm,maroon,shortpants,grey
..\object_detection\ClothesCategory_v9\test\images\29532279_jpg.rf.576d89e9f219361ef4b04a4c3ccfba8a.jpg,shortsleeve,grey,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29556837_jpg.rf.5892882bfd101a00d4a0910ff5f9e337.jpg,mtm,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\29605613_jpg.rf.b08b05d13c07d050013331bbce1020e5.jpg,shortsleeve,darkslategrey,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\29606787_jpg.rf.802cab0fd4d06217399f823c4947cfb8.jpg,shortsleeve,white,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\29653969_jpg.rf.1ba5d2994dcec150bc9bb437983b95c9.jpg,blazer,black,slacks,black
..\object_detection\ClothesCategory_v9\test\images\29732466_jpg.rf.651956fe6b853298838f882cc752ffb9.jpg,shortsleeve,gainsboro,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\29744042_jpg.rf.3726e381edddbd2572e6402584af45b4.jpg,shortsleeve,lightgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29751025_jpg.rf.8ef90c1dbad96a0a2dc0c5a66f6b1946.jpg,shirt,gainsboro,skirt,darkgrey
..\object_detection\ClothesCategory_v9\test\images\29788096_jpg.rf.71a6424ba5a2a5c411eb1f0ce559cdc6.jpg,shortsleeve,rosybrown,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\29798239_jpg.rf.c5608b4f8937898302528587502c7654.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\29821219_jpg.rf.127cd976dd68df633d6fae58fadce44b.jpg,longsleeve,black,shortpants,rosybrown
..\object_detection\ClothesCategory_v9\test\images\29916492_jpg.rf.184fc582d250d66c06ef054fe15ae8b1.jpg,shortsleeve,lightgrey,skirt,slategrey
..\object_detection\ClothesCategory_v9\test\images\29956106_jpg.rf.e7678096f731ce447435453243c87277.jpg,cardigan,lavender,skirt,slategrey
..\object_detection\ClothesCategory_v9\test\images\29979329_blurr_jpg.rf.7ba74bdda8a36cb4ff242a170bc072dc.jpg,blazer,dimgrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\30025655_jpg.rf.6f983ff74aff471f9bda26ed42a88aa4.jpg,shortsleeve,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\30066786_blurr_jpg.rf.005e4293ac501a9086869683a94dc14c.jpg,shortsleeve,burlywood,skirt,wheat
..\object_detection\ClothesCategory_v9\test\images\30073606_jpg.rf.f42beadc44cb1a0f598f4f8afc6b01fc.jpg,shortsleeve,slategrey,skirt,slategrey
..\object_detection\ClothesCategory_v9\test\images\30115866_jpg.rf.dbb29d6892ba07f5cc61dc851efb9c60.jpg,longsleeve,black,denimpants,grey
..\object_detection\ClothesCategory_v9\test\images\30136240_jpg.rf.0b056a419a0980fea7bc4736ea548335.jpg,shortsleeve,lightsteelblue,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\30182699_jpg.rf.d19456db9ff42b7dfe9f63d747e6b2bf.jpg,shortsleeve,rosybrown,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30245251_jpg.rf.9f7ebbf53c6ba07fe7b73a237ed0a2d8.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30300404_jpg.rf.e00dd601de180bf4a255c3fba2cc75e8.jpg,blazer,darkgrey,slacks,grey
..\object_detection\ClothesCategory_v9\test\images\30338348_jpg.rf.7fb78ab9862278ec14476e4a3e97afbf.jpg,shortsleeve,silver,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\30352132_blurr_jpg.rf.90e8ba2fc79716f6e7c0384d62ffb69b.jpg,longsleeve,darkslategrey,shortpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\30373194_jpg.rf.6ad04e9066ff94f37db49c55ff6dcc32.jpg,mtm,grey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\30378585_jpg.rf.a44803ef800c7647e2445d80f1a4f03b.jpg,shortsleeve,rosybrown,shortpants,silver
..\object_detection\ClothesCategory_v9\test\images\30412375_jpg.rf.402dc2d3b08599697d7504facd96cfea.jpg,shortsleeve,gainsboro,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\30423911_jpg.rf.e5be799354229e69cb433ebfc2dc9a75.jpg,shortsleeve,silver,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30446468_blurr_jpg.rf.85a21b865a6407d67db60218eee2d7b8.jpg,shirt,darkgrey,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\30463889_jpg.rf.62ba337d6d9cde21af175e8968f2959f.jpg,shortsleeve,lightsteelblue,skirt,darkslateblue
..\object_detection\ClothesCategory_v9\test\images\30554459_jpg.rf.a9ade8747ecf69d0931cf82d8fa90169.jpg,blazer,darkslategrey,skirt,silver
..\object_detection\ClothesCategory_v9\test\images\30619550_jpg.rf.5a9a9a5701da90f09a3bdc66901c4fab.jpg,cardigan,darkolivegreen,cottonpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\30659699_jpg.rf.5df2e0370cd49fed6652fd9531a4546b.jpg,shirt,white,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\30737992_jpg.rf.d7e8bbddf645364c54debbbd048b5dd7.jpg,coat,darkslategrey,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\30806295_jpg.rf.a67ac1eef262560030523d498467859a.jpg,shortsleeve,gainsboro,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30831171_jpg.rf.23a0776d25869a6486f68fdb8cb0516d.jpg,shirt,lightgrey,skirt,tan
..\object_detection\ClothesCategory_v9\test\images\30909907_jpg.rf.75afee2922e066922f48b48f280158fa.jpg,shortsleeve,grey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30926673_jpg.rf.071cf19d5c67e001ad02401eccf36b00.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\30940680_jpg.rf.b8da551273dff48e858c0d6ee06deabc.jpg,shirt,rosybrown,skirt,sienna
..\object_detection\ClothesCategory_v9\test\images\30941563_jpg.rf.91ff1499f292f6083e4b57a650a2d95a.jpg,cardigan,rosybrown,slacks,black
..\object_detection\ClothesCategory_v9\test\images\30967778_jpg.rf.0234d591a99fcc5fb11e9b17cdf27462.jpg,shortsleeve,rosybrown,skirt,black
..\object_detection\ClothesCategory_v9\test\images\31023986_jpg.rf.17f404814422e3b42f6915368fa18a47.jpg,shortsleeve,darkkhaki,skirt,black
..\object_detection\ClothesCategory_v9\test\images\31066031_jpg.rf.3df9443cfa7b63a6a86c6ec4a8ee2abc.jpg,blazer,darkslategrey,slacks,black
..\object_detection\ClothesCategory_v9\test\images\31071598_jpg.rf.d276af4b5eccca79a3e04e5c854c9e96.jpg,padding,darkslategrey,trainingpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\31076651_jpg.rf.ea37aba1912f59e869429fdced7167de.jpg,shortsleeve,black,skirt,gainsboro
..\object_detection\ClothesCategory_v9\test\images\31084696_jpg.rf.fb6d1c46c19b3a83a1638f6d961a787c.jpg,shortsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31171389_jpg.rf.a8557ba6e1bb5473e04e8d313556eeca.jpg,shortsleeve,darkgrey,shortpants,lightslategrey
..\object_detection\ClothesCategory_v9\test\images\31230743_blurr_jpg.rf.d3c5db0cc25bb2f2ed980f7122a06db2.jpg,shortsleeve,lavender,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\31314159_jpg.rf.809bd2dca2eaeb23ca144dd6f9ff0eca.jpg,shortsleeve,lightgrey,skirt,black
..\object_detection\ClothesCategory_v9\test\images\31350285_jpg.rf.2c0abba4f01cd958b4522d16c46b7a5b.jpg,shortsleeve,darkslateblue,shortpants,midnightblue
..\object_detection\ClothesCategory_v9\test\images\31373566_jpg.rf.fb17d802ad02b3bcc0e11764ec2d869c.jpg,longsleeve,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31495755_blurr_jpg.rf.7b83b9ded52ef7883811be2859977559.jpg,shortsleeve,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31514138_jpg.rf.4308ad6065f2925561c09699fbba6704.jpg,blazer,black,shortpants,black
..\object_detection\ClothesCategory_v9\test\images\31532630_blurr_jpg.rf.734170ae6850336bd56971e8fed0fca0.jpg,shirt,lightslategrey,skirt,midnightblue
..\object_detection\ClothesCategory_v9\test\images\31677818_jpg.rf.5d3124b5a0db039311ada9887e53eff2.jpg,longsleeve,darkgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31799979_jpg.rf.9ac2fc0a7f190a4a5a869aeeeaf3422d.jpg,jacket,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\31806112_blurr_jpg.rf.74833c4d1a96b8c479e9344e96d468b4.jpg,sweater,black,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31809406_jpg.rf.16230b8e60bc42b5f13ac1ee3a24688e.jpg,shortsleeve,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\31818515_jpg.rf.e15be0732b292e8dd8e784bb099d2848.jpg,mtm,darkslategrey,trainingpants,tan
..\object_detection\ClothesCategory_v9\test\images\31838215_blurr_jpg.rf.9e02258040d8a9fc82c32ff2913ea3cd.jpg,shortsleeve,powderblue,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\31850558_jpg.rf.feffef8eed947eb592e3b2887fee0ab5.jpg,cardigan,darkslategrey,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\31853036_jpg.rf.400ec8e02d8c4d34a3b1d0a1facecddd.jpg,blazer,black,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\31883974_blurr_jpg.rf.fb73dafcd8a76558a4c3c9976b92f672.jpg,longsleeve,black,skirt,dimgrey
..\object_detection\ClothesCategory_v9\test\images\31936930_jpg.rf.a7d1f4e686361ed4f0d0c5a1cb90a826.jpg,shirt,darkslategrey,skirt,darkkhaki
..\object_detection\ClothesCategory_v9\test\images\31940786_jpg.rf.cbdaecb3a25d8ccdc12b856b63e05c07.jpg,hoodies,dimgrey,trainingpants,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\31990046_jpg.rf.9f0250e9e9d3ce3e19fa515f0123cc5a.jpg,hoodies,teal,denimpants,black
..\object_detection\ClothesCategory_v9\test\images\32004470_jpg.rf.f847398db45a13bafb44973c44d143ea.jpg,cardigan,black,skirt,black
..\object_detection\ClothesCategory_v9\test\images\32103078_jpg.rf.af374159cbeaf9c7d5eca9440d03357c.jpg,mtm,dimgrey,trainingpants,grey
..\object_detection\ClothesCategory_v9\test\images\32105957_jpg.rf.84c11179d2fd73c6084efc52433320b8.jpg,cardigan,black,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\3211844_jpg.rf.717c0c5ba23b37dbf52113bc1b271533.jpg,shirt,black,trainingpants,black
..\object_detection\ClothesCategory_v9\test\images\32120663_jpg.rf.bf637dba513cafd7bd3f51a20b91bd18.jpg,shirt,black,cottonpants,linen
..\object_detection\ClothesCategory_v9\test\images\32152458_jpg.rf.5674f28a2eba103d8c7f71a8c654f2c1.jpg,sweater,sienna,slacks,grey
..\object_detection\ClothesCategory_v9\test\images\32198286_jpg.rf.f8436d73123fe2733307b9a60c6a5283.jpg,coat,black,skirt,darkolivegreen
..\object_detection\ClothesCategory_v9\test\images\32204296_jpg.rf.18cfcde6cf8ed92a24fbc6ab5dbe5bda.jpg,shortsleeve,lightgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32215317_jpg.rf.8eb5d8a08c452485c65d8ae8384e9f99.jpg,shortsleeve,darkgrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32255139_blurr_jpg.rf.8234bf1a445fabce63a33cfee0ec5b9d.jpg,jacket,black,denimpants,slategrey
..\object_detection\ClothesCategory_v9\test\images\32306946_jpg.rf.31cb99c3dc3285164630527d8682de2d.jpg,shortsleeve,lightslategrey,skirt,darkslateblue
..\object_detection\ClothesCategory_v9\test\images\32308555_jpg.rf.d373d865278c4d041379764cd72f3c69.jpg,cardigan,darkslategrey,slacks,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32338036_jpg.rf.373185dafe116f25b572b1eb763f922a.jpg,shirt,darkslategrey,skirt,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32355602_jpg.rf.9202df151bc27e439f6f89885e15bf87.jpg,shirt,black,denimpants,dimgrey
..\object_detection\ClothesCategory_v9\test\images\32387718_jpg.rf.70119b10841f660b71788bd07bb81d8f.jpg,longsleeve,lightgrey,denimpants,darkslategrey
..\object_detection\ClothesCategory_v9\test\images\32394308_jpg.rf.1d02cb481fccdf88a0b09c498439c16e.jpg,hoodies,tan,trainingpants,black
