img_path,top_category,top_color,bottom_category,bottom_color,top_color_cluster,bottom_color_cluster
..\object_detection\ClothesCategory_v9\test\images\26646558_jpg.rf.4cca79c74b9c91fa114e33eb4cee75c8.jpg,shirt,xkcd:charcoal,shortpants,xkcd:warm grey,49,70
..\object_detection\ClothesCategory_v9\test\images\26655398_jpg.rf.be60d86ff5d562e35b5ca2cbdd3285d2.jpg,mtm,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26695181_jpg.rf.f03acd5d1d93607015f7efa8681df268.jpg,coat,xkcd:dark,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26713108_jpg.rf.c11f350ee2879d9524cbc432ba7c343d.jpg,blazer,xkcd:pinkish grey,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26755110_jpg.rf.c96ac7fe1d302e83adbe88e0f88ad4ad.jpg,shortsleeve,xkcd:greyish,skirt,xkcd:almost black,14,-1
..\object_detection\ClothesCategory_v9\test\images\26772920_blurr_jpg.rf.07f58c5c6556f2118569b370a66c54d0.jpg,padding,xkcd:greyish,slacks,xkcd:light grey,14,-1
..\object_detection\ClothesCategory_v9\test\images\26775882_jpg.rf.1a57db472de846154b25b1cb673662b4.jpg,sweater,xkcd:camo green,skirt,xkcd:camo green,52,52
..\object_detection\ClothesCategory_v9\test\images\26812845_jpg.rf.be1e60c7fb3e5b175bc967e1c6a0d064.jpg,mtm,xkcd:light maroon,shortpants,xkcd:charcoal grey,42,49
..\object_detection\ClothesCategory_v9\test\images\26833040_jpg.rf.9fd6922bd42620db65d37c68d33a2dc6.jpg,shortsleeve,xkcd:purplish grey,shortpants,xkcd:warm grey,21,70
..\object_detection\ClothesCategory_v9\test\images\26847283_jpg.rf.f13216b3e006681ec52f3a6a908eb3b0.jpg,longsleeve,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26849663_blurr_jpg.rf.3a06f074b05434104993b00b2d39b08a.jpg,mtm,xkcd:pinkish grey,shortpants,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26853158_jpg.rf.3789f925c48c5cb7c81e0bef7b3d38ee.jpg,cardigan,xkcd:brown grey,shortpants,xkcd:pinkish grey,17,-1
..\object_detection\ClothesCategory_v9\test\images\26868361_jpg.rf.cdf8e082a586d03a0f3d9473be2badc9.jpg,longsleeve,xkcd:brownish red,skirt,xkcd:clay,-1,42
..\object_detection\ClothesCategory_v9\test\images\2687311_blurr_jpg.rf.226fdc9863f0dd800b3f58e1c33ae403.jpg,blazer,xkcd:charcoal grey,denimpants,xkcd:dark,49,-1
..\object_detection\ClothesCategory_v9\test\images\26924253_jpg.rf.6ea4c19f096461f7e4e678cdffd11b72.jpg,blazer,xkcd:charcoal,skirt,xkcd:charcoal,49,49
..\object_detection\ClothesCategory_v9\test\images\26950461_jpg.rf.c25d66511c9f67a0955d9903baa8f274.jpg,sweater,xkcd:light rose,skirt,xkcd:almost black,30,-1
..\object_detection\ClothesCategory_v9\test\images\26951479_jpg.rf.d2c927b26328b014be766085b8b3f95b.jpg,shortsleeve,xkcd:dark,denimpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26965482_blurr_jpg.rf.a459f713b1410cb0f11f2e0b5bee1195.jpg,shortsleeve,xkcd:ice blue,shortpants,xkcd:grey,0,70
..\object_detection\ClothesCategory_v9\test\images\26978232_jpg.rf.09fc70fc4e41626489796ff11d5f2a97.jpg,mtm,xkcd:pinkish grey,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\26979307_jpg.rf.46283e409626aeb50698327d00dd22c0.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27000177_jpg.rf.5ef2b8c02c871c44c633499b81b35690.jpg,cardigan,xkcd:dark,cottonpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27101975_jpg.rf.48e2b2b61ada13672e0fe974b9f58a20.jpg,hoodies,xkcd:warm grey,skirt,xkcd:greyish,70,14
..\object_detection\ClothesCategory_v9\test\images\27122077_blurr_jpg.rf.14e11c64fd68daf98c22df4e8034741c.jpg,longsleeve,xkcd:slate grey,skirt,xkcd:navy,36,38
..\object_detection\ClothesCategory_v9\test\images\27162051_jpg.rf.997397c072802a3954fdf4951b85496a.jpg,mtm,xkcd:silver,shortpants,xkcd:grey brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\27186855_jpg.rf.ddfa5549322129645d8bb55657b62a50.jpg,cardigan,xkcd:black,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27221667_jpg.rf.f148a5630d9c1fefc79cedae838a17b5.jpg,longsleeve,xkcd:black,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27298460_blurr_jpg.rf.fc278e82e50fd1d0f3e945c8df7bc457.jpg,shirt,xkcd:silver,skirt,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27301070_jpg.rf.c6a6a55d1127c31f9f1753503494d206.jpg,mtm,xkcd:midnight,shortpants,xkcd:navy,38,38
..\object_detection\ClothesCategory_v9\test\images\27304460_blurr_jpg.rf.b784fdb46ed790eab62ce9904151092a.jpg,jacket,xkcd:cool grey,shortpants,xkcd:dark,19,-1
..\object_detection\ClothesCategory_v9\test\images\27310244_blurr_jpg.rf.60bcf03dcdc1681a152055b0a5c52753.jpg,longsleeve,xkcd:medium grey,shortpants,xkcd:almost black,21,-1
..\object_detection\ClothesCategory_v9\test\images\27318621_jpg.rf.e93e11ede14627cba2ed9561693b10c6.jpg,cardigan,xkcd:light grey blue,skirt,xkcd:almost black,76,-1
..\object_detection\ClothesCategory_v9\test\images\27353352_jpg.rf.74c9f031ce8ed963c3a6bffbca8dce71.jpg,hoodies,xkcd:dark,denimpants,xkcd:bluey grey,-1,19
..\object_detection\ClothesCategory_v9\test\images\2735433_jpg.rf.8d1a47c813a5394b1068bd6e0e48e503.jpg,shortsleeve,xkcd:dark grey,cottonpants,xkcd:medium grey,49,21
..\object_detection\ClothesCategory_v9\test\images\27359667_jpg.rf.6970f52a545607d87c521467d8cd2924.jpg,shortsleeve,xkcd:light grey,shortpants,xkcd:jungle green,-1,65
..\object_detection\ClothesCategory_v9\test\images\27363105_jpg.rf.67356536f7a753ed0bd34675f53b5103.jpg,blazer,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27363207_jpg.rf.836fca02c236e02fe55ff2fae3bbebdc.jpg,shirt,xkcd:slate,shortpants,xkcd:gunmetal,36,36
..\object_detection\ClothesCategory_v9\test\images\27371868_blurr_jpg.rf.e18ff64d04f964a275d358a455f0e521.jpg,cardigan,xkcd:warm grey,skirt,xkcd:pine,70,-1
..\object_detection\ClothesCategory_v9\test\images\27387123_jpg.rf.24d804421f60397c885ed0c5a20f0e44.jpg,longsleeve,xkcd:bluegrey,shortpants,xkcd:dark sky blue,19,-1
..\object_detection\ClothesCategory_v9\test\images\27400736_jpg.rf.f0f5d5c353f124808337c4506d3cd8ef.jpg,jacket,xkcd:medium grey,shortpants,xkcd:black,21,-1
..\object_detection\ClothesCategory_v9\test\images\27414099_jpg.rf.360134b01ae30bb339d0c50a7ec1e18e.jpg,coat,xkcd:charcoal grey,trainingpants,xkcd:gunmetal,49,36
..\object_detection\ClothesCategory_v9\test\images\27417034_jpg.rf.56ed93b4e069ee73497f881f6ede8dba.jpg,blazer,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27426486_blurr_jpg.rf.2eecc628a807265cc6d5f53485a39008.jpg,shortsleeve,xkcd:midnight,shortpants,xkcd:almost black,38,-1
..\object_detection\ClothesCategory_v9\test\images\27441355_jpg.rf.11921315b69ac8e755b2b0d33ae3985f.jpg,cardigan,xkcd:almost black,cottonpants,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27463063_jpg.rf.e8e470bcdb52421a3eb7fb6a1a34e35d.jpg,shortsleeve,xkcd:greyish,shortpants,xkcd:greyish,14,14
..\object_detection\ClothesCategory_v9\test\images\27474483_jpg.rf.dd7ad031bfd8e058c91226513ae79244.jpg,shortsleeve,xkcd:greyish brown,shortpants,xkcd:camo green,17,52
..\object_detection\ClothesCategory_v9\test\images\27476431_jpg.rf.e414276ecf266e605bb0c7b9a0c97b88.jpg,cardigan,xkcd:silver,shortpants,xkcd:camo green,-1,52
..\object_detection\ClothesCategory_v9\test\images\27483510_blurr_jpg.rf.c4f2f169123a28a91f492fef6014a15c.jpg,shirt,xkcd:silver,slacks,xkcd:grey brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\27515501_jpg.rf.37be13f25727f09a815c3f0cadcaa964.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:light peach,-1,9
..\object_detection\ClothesCategory_v9\test\images\27520342_jpg.rf.1a7961728e53c3798d43eabd4353cd72.jpg,shirt,xkcd:greyish,shortpants,xkcd:dark,14,-1
..\object_detection\ClothesCategory_v9\test\images\27521665_jpg.rf.e4ec95daeb6907aa9591609d88dc2055.jpg,mtm,xkcd:dark,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27576428_jpg.rf.c7016c9fb192d9dffbc502a5931e4e84.jpg,shortsleeve,xkcd:cool grey,shortpants,xkcd:brownish grey,19,17
..\object_detection\ClothesCategory_v9\test\images\27578217_jpg.rf.08d2806c5ee7aea807e6fc4bbd52a984.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\27597029_jpg.rf.a267894406030ee5caa68b8af3a894aa.jpg,longsleeve,xkcd:silver,shortpants,xkcd:cool grey,-1,19
..\object_detection\ClothesCategory_v9\test\images\27597193_jpg.rf.362382a6e249ebbcd2079a9f48925be9.jpg,shortsleeve,xkcd:mud,shortpants,xkcd:almost black,7,-1
..\object_detection\ClothesCategory_v9\test\images\27613672_blurr_jpg.rf.0b786e3c8f1da845b1b392dc9ac61c19.jpg,coat,xkcd:almost black,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27625088_blurr_jpg.rf.2c0e4cd9684e65fb525712891c187375.jpg,coat,xkcd:almost black,shortpants,xkcd:medium grey,-1,21
..\object_detection\ClothesCategory_v9\test\images\27643400_jpg.rf.8acca059993a46d27c85c8af44e8a0fa.jpg,cardigan,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27655220_jpg.rf.016d8e318ec552a5d156779cf2eb966c.jpg,shirt,xkcd:perrywinkle,shortpants,xkcd:light grey,68,-1
..\object_detection\ClothesCategory_v9\test\images\2769506_jpg.rf.1edff25fefff87bd1a637ab40443c143.jpg,jacket,xkcd:gunmetal,cottonpants,xkcd:bland,36,14
..\object_detection\ClothesCategory_v9\test\images\27728483_jpg.rf.02759fd3ea6dc6e7010d210171046730.jpg,shirt,xkcd:metallic blue,skirt,xkcd:purplish grey,12,21
..\object_detection\ClothesCategory_v9\test\images\27745541_blurr_jpg.rf.fbba8361374421bf400c1e54db542e34.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:very light brown,-1,14
..\object_detection\ClothesCategory_v9\test\images\27782340_blurr_jpg.rf.c19cfeb27843083b9456fcbe91146474.jpg,longsleeve,xkcd:grey,shortpants,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\27785809_blurr_jpg.rf.19761c09d7a44ec1db3c748af1b51316.jpg,shirt,xkcd:marine,shortpants,xkcd:cocoa,36,17
..\object_detection\ClothesCategory_v9\test\images\27819915_jpg.rf.6fa2eeefdc1a586a70204a5461642032.jpg,shortsleeve,xkcd:silver,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27830415_blurr_jpg.rf.8f74d9c37ea41060f988ec155cf0f2e5.jpg,shirt,xkcd:dark grey blue,denimpants,xkcd:dark,72,-1
..\object_detection\ClothesCategory_v9\test\images\27837035_jpg.rf.ab6dedeba87e191a019f6841e6a13955.jpg,shortsleeve,xkcd:greyish,skirt,xkcd:bluish grey,14,67
..\object_detection\ClothesCategory_v9\test\images\27864500_jpg.rf.fe609bbc97fa28da183d90a4273f1b81.jpg,longsleeve,xkcd:slate,skirt,xkcd:marine,36,36
..\object_detection\ClothesCategory_v9\test\images\27880214_jpg.rf.7edbc64514ad1e3b1c671e2237025432.jpg,shirt,xkcd:silver,shortpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27911559_jpg.rf.747799faca89f483163c2a2b66d6e9c6.jpg,sweater,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\27974222_blurr_jpg.rf.cb15b70235233a9e6032426225b49eda.jpg,shirt,xkcd:gunmetal,shortpants,xkcd:dark,36,-1
..\object_detection\ClothesCategory_v9\test\images\28005879_blurr_jpg.rf.3c8a41120c17977216246e03feadffca.jpg,blazer,xkcd:almost black,skirt,xkcd:purple brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\28025116_jpg.rf.a5d5f3a4cf57afb683f9bad63ba31625.jpg,hoodies,xkcd:brownish grey,shortpants,xkcd:almost black,17,-1
..\object_detection\ClothesCategory_v9\test\images\28032953_jpg.rf.1a436de1b2f128b3b3781d162282eb00.jpg,shortsleeve,xkcd:pinkish grey,shortpants,xkcd:evergreen,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28054417_blurr_jpg.rf.8aa1778a0ba13877f42feee91f0f6a2b.jpg,blazer,xkcd:purplish brown,skirt,xkcd:purplish brown,15,15
..\object_detection\ClothesCategory_v9\test\images\28059537_jpg.rf.cf4e3f9959184d9b86c4a6ff8c98ab76.jpg,cardigan,xkcd:almost black,skirt,xkcd:purplish brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\28062957_jpg.rf.6f041572ff3d4fd3dcf99c3330a39849.jpg,shortsleeve,xkcd:light grey,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28072849_jpg.rf.a57e331a7f8601f7a96146e887062f69.jpg,shortsleeve,xkcd:pinkish grey,shortpants,xkcd:slate grey,-1,36
..\object_detection\ClothesCategory_v9\test\images\28080328_jpg.rf.b8a49dfcb63632785bc8a04978e0e055.jpg,shortsleeve,xkcd:slate grey,shortpants,xkcd:almost black,36,-1
..\object_detection\ClothesCategory_v9\test\images\28087540_jpg.rf.ffab20ad75665799021d4ab61c705df4.jpg,blazer,xkcd:black,skirt,xkcd:greyish brown,-1,17
..\object_detection\ClothesCategory_v9\test\images\28089673_jpg.rf.f334e92201a351a9aa44a1da255bc3ed.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:purplish brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\28112347_jpg.rf.c3e1db278ff64c70513462911e555ad1.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28115853_jpg.rf.590b9a9783ce3fa7d1f3af545f98618d.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28119136_jpg.rf.60e7f409db4222c8e4d292263955cc09.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:purple brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\28133486_jpg.rf.91f3e54270deb6109cb8b895bf3f9b78.jpg,shortsleeve,xkcd:light grey blue,shortpants,xkcd:reddish grey,76,17
..\object_detection\ClothesCategory_v9\test\images\28155437_jpg.rf.fdfb5836fdba86be49dbfa7b5ded20c2.jpg,longsleeve,xkcd:dark,shortpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28175103_jpg.rf.8bcf36edfbe9c1b248b79ae936294830.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:brown grey,-1,17
..\object_detection\ClothesCategory_v9\test\images\28188706_jpg.rf.f8debb60d2a87d8fbb5b9741162b4a39.jpg,shortsleeve,xkcd:pinkish grey,denimpants,xkcd:medium grey,-1,21
..\object_detection\ClothesCategory_v9\test\images\28197682_jpg.rf.b50a05fb6b22269b7c9c4e114c93ca18.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\28206855_jpg.rf.2405ad03661810f5302d455464916892.jpg,mtm,xkcd:greyish brown,shortpants,xkcd:grey brown,17,17
..\object_detection\ClothesCategory_v9\test\images\28216114_jpg.rf.94698e1793f0e64304ee29c7bff61ab6.jpg,shirt,xkcd:gunmetal,shortpants,xkcd:black,36,-1
..\object_detection\ClothesCategory_v9\test\images\28218157_blurr_jpg.rf.234e9e26bfe3a1789fc4f34690a2506e.jpg,cardigan,xkcd:midnight,denimpants,xkcd:muted blue,38,12
..\object_detection\ClothesCategory_v9\test\images\28233467_jpg.rf.e96d6dd1a10186a35c0569558bed83eb.jpg,jacket,xkcd:black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28238831_blurr_jpg.rf.7ba1fac29bff612ae65805a1f1a054ef.jpg,mtm,xkcd:purplish grey,shortpants,xkcd:slate grey,21,36
..\object_detection\ClothesCategory_v9\test\images\28239584_blurr_jpg.rf.588d396aa9f209bb1dea041574efd494.jpg,shirt,xkcd:light grey,skirt,xkcd:dark slate blue,-1,72
..\object_detection\ClothesCategory_v9\test\images\28248527_jpg.rf.6598f56175efd01ddb1c8971da057c13.jpg,mtm,xkcd:dark grey,shortpants,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\28257945_jpg.rf.349610ec2cdc0abb98a6fed95bc7b5ed.jpg,shortsleeve,xkcd:pinkish grey,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28275546_jpg.rf.cf192ff5e33a84efc889a1c586531376.jpg,longsleeve,xkcd:almost black,shortpants,xkcd:charcoal grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\28275802_jpg.rf.49352806243f5680994fe0eb900e744f.jpg,shortsleeve,xkcd:greyish pink,skirt,xkcd:charcoal grey,23,49
..\object_detection\ClothesCategory_v9\test\images\28278923_jpg.rf.04433d4bac9ea5fe5a6dddbc15953b3d.jpg,shortsleeve,xkcd:black,shortpants,xkcd:bland,-1,14
..\object_detection\ClothesCategory_v9\test\images\28290596_jpg.rf.c5cf5167e7c23afa53941f6d43b19595.jpg,shirt,xkcd:light grey blue,shortpants,xkcd:greyish brown,76,17
..\object_detection\ClothesCategory_v9\test\images\28336561_blurr_jpg.rf.f426345b1f40cd701082e02e14e03856.jpg,shortsleeve,xkcd:pale grey,skirt,xkcd:sky blue,9,11
..\object_detection\ClothesCategory_v9\test\images\28367348_jpg.rf.cd467530f4950cfb611f261625e80015.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28367994_jpg.rf.93bb6a8a5db43e3f144f475fa3000d1b.jpg,hoodies,xkcd:midnight,shortpants,xkcd:almost black,38,-1
..\object_detection\ClothesCategory_v9\test\images\28369904_blurr_jpg.rf.5b7ad145c3e8ac41fa7d75056b93e8cb.jpg,mtm,xkcd:almost black,skirt,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28375468_jpg.rf.49f1751b69c4085360518f67341f6710.jpg,shortsleeve,xkcd:dark grey,shortpants,xkcd:purplish brown,49,15
..\object_detection\ClothesCategory_v9\test\images\28388304_jpg.rf.ec342a2af05fc90076f51315f5409e0c.jpg,shortsleeve,xkcd:purplish brown,skirt,xkcd:charcoal,15,49
..\object_detection\ClothesCategory_v9\test\images\28399761_jpg.rf.0979fce2ec4cc464fc2a6ef9ed67fd35.jpg,longsleeve,xkcd:light forest green,skirt,xkcd:light forest green,17,17
..\object_detection\ClothesCategory_v9\test\images\28413567_jpg.rf.b09ddd3d4d5778ac315fa91111c50174.jpg,hoodies,xkcd:blood red,shortpants,xkcd:dirt brown,18,17
..\object_detection\ClothesCategory_v9\test\images\28446424_jpg.rf.417e6f4e99f2f146f1001514cc774157.jpg,cardigan,xkcd:mud brown,shortpants,xkcd:greyish brown,18,17
..\object_detection\ClothesCategory_v9\test\images\28459756_jpg.rf.b7ecb23d75c3e5f792743cfae2d65e8c.jpg,cardigan,xkcd:warm grey,denimpants,xkcd:charcoal grey,70,49
..\object_detection\ClothesCategory_v9\test\images\28481032_jpg.rf.2c0dffece7c1157344b1f19ae4063210.jpg,shortsleeve,xkcd:pale grey,shortpants,xkcd:greyish brown,9,17
..\object_detection\ClothesCategory_v9\test\images\28483169_blurr_jpg.rf.9c5733619d2d7f2455fccf7ec8565010.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28486349_jpg.rf.4f7c8f3f9dce6de75c4bd4fb90719cad.jpg,shortsleeve,xkcd:dark grey blue,shortpants,xkcd:light grey blue,72,76
..\object_detection\ClothesCategory_v9\test\images\28486404_jpg.rf.9925b846e59df6b5cb2399343f99b4e4.jpg,shortsleeve,xkcd:ice blue,shortpants,xkcd:almost black,0,-1
..\object_detection\ClothesCategory_v9\test\images\28490637_jpg.rf.553b82f0672bb22ad2792c71098eae35.jpg,shortsleeve,xkcd:black,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28535487_jpg.rf.6945d4699ed7be4af8864ae39dd56d66.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:dull green,-1,41
..\object_detection\ClothesCategory_v9\test\images\28554624_jpg.rf.f9aefb366c2e677acbe3d818264261ab.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:very light pink,-1,9
..\object_detection\ClothesCategory_v9\test\images\28561065_jpg.rf.709ca4bc768f21cb620185301ed8e5e1.jpg,mtm,xkcd:dark,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28565729_jpg.rf.4f4875b989188337bd187ff1686e7528.jpg,cardigan,xkcd:silver,cottonpants,xkcd:reddish grey,-1,17
..\object_detection\ClothesCategory_v9\test\images\28566295_jpg.rf.2ba3136abc48c4f631691f2abe9e7aa4.jpg,mtm,xkcd:light grey,shortpants,xkcd:dark grey blue,-1,72
..\object_detection\ClothesCategory_v9\test\images\28575254_jpg.rf.f9f670fe1d612b5ad4d6fed281ba3943.jpg,hoodies,xkcd:light grey blue,shortpants,xkcd:charcoal,76,49
..\object_detection\ClothesCategory_v9\test\images\28577513_jpg.rf.95fba9ed43e0292bf371349e2996a6e5.jpg,shortsleeve,xkcd:brownish grey,shortpants,xkcd:warm grey,17,70
..\object_detection\ClothesCategory_v9\test\images\28579506_blurr_jpg.rf.3c352f838af970d7e71938c1ce4950ab.jpg,shirt,xkcd:pinkish grey,skirt,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28586871_jpg.rf.fd887968d448205dd6a6c38450e3ee8d.jpg,shortsleeve,xkcd:plum,shortpants,xkcd:purple brown,6,15
..\object_detection\ClothesCategory_v9\test\images\28611997_jpg.rf.8813815e379b8efcfb1222dff9ae70e4.jpg,shortsleeve,xkcd:greyish,shortpants,xkcd:warm grey,14,70
..\object_detection\ClothesCategory_v9\test\images\28623999_blurr_jpg.rf.5d6f599a8030173ec0866a920c5fe4f6.jpg,mtm,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28636261_jpg.rf.0f9540fd594231bbb9b82ecc168fc7c1.jpg,shortsleeve,xkcd:light grey,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28641989_jpg.rf.e88cd771feed4a8220c6a2c9ca99bba5.jpg,shortsleeve,xkcd:slate grey,shortpants,xkcd:steel grey,36,12
..\object_detection\ClothesCategory_v9\test\images\28656294_jpg.rf.4e82ecf3c368e418833d6b865864f3ed.jpg,shortsleeve,xkcd:light peach,shortpants,xkcd:dark grey,9,49
..\object_detection\ClothesCategory_v9\test\images\28663274_jpg.rf.28f901275e37b64dc59b3bd2b0655672.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:dark grey blue,-1,72
..\object_detection\ClothesCategory_v9\test\images\28697320_jpg.rf.ac694308d5dafee983fd0611cee5ee16.jpg,shortsleeve,xkcd:dark grey blue,shortpants,xkcd:pinkish grey,72,-1
..\object_detection\ClothesCategory_v9\test\images\28717702_jpg.rf.59906633e5dd03ad1e85c0ab9f9bb93c.jpg,shortsleeve,xkcd:light grey blue,skirt,xkcd:almost black,76,-1
..\object_detection\ClothesCategory_v9\test\images\28744398_jpg.rf.5814eb5dab206b92a8d9d157c2eb0188.jpg,shortsleeve,xkcd:very light pink,denimpants,xkcd:charcoal,9,49
..\object_detection\ClothesCategory_v9\test\images\28747895_jpg.rf.23103eb1ba4e2a17d3936516925519f6.jpg,shortsleeve,xkcd:slate grey,denimpants,xkcd:almost black,36,-1
..\object_detection\ClothesCategory_v9\test\images\28753461_jpg.rf.6b48d4125e06773adb19ea828815252f.jpg,shortsleeve,xkcd:light grey,shortpants,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28762681_jpg.rf.7a166471aebfce06bc7d1d37a16b44e4.jpg,shortsleeve,xkcd:medium grey,shortpants,xkcd:almost black,21,-1
..\object_detection\ClothesCategory_v9\test\images\28776407_jpg.rf.b5fbf1f5400efde08287468c693f2106.jpg,shortsleeve,xkcd:dark,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28779497_jpg.rf.707ee89b672387f9f98424ac654f524f.jpg,shortsleeve,xkcd:ice,shortpants,xkcd:dark,0,-1
..\object_detection\ClothesCategory_v9\test\images\28789061_blurr_jpg.rf.3a45d586438d440afc4300dc2da5d0ec.jpg,shortsleeve,xkcd:medium grey,denimpants,xkcd:dark,21,-1
..\object_detection\ClothesCategory_v9\test\images\28800917_jpg.rf.e2a89b284637924a10e016bcf55901a7.jpg,shirt,xkcd:light blue grey,shortpants,xkcd:dark blue grey,76,72
..\object_detection\ClothesCategory_v9\test\images\28801058_jpg.rf.0f8e1da5c39d413bdb999eafb5a5898e.jpg,shortsleeve,xkcd:warm grey,slacks,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\28802109_blurr_jpg.rf.7b4676c897357e5f1516b95890985d19.jpg,shortsleeve,xkcd:warm grey,skirt,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\28805903_blurr_jpg.rf.450b6316b57dab7053d5ae3026c6bf5a.jpg,longsleeve,xkcd:light grey,denimpants,xkcd:charcoal,-1,49
..\object_detection\ClothesCategory_v9\test\images\28845458_jpg.rf.dfcdee4cc30b128e03f3f22d31c05c52.jpg,shortsleeve,xkcd:almost black,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\28847166_jpg.rf.997ed689323d42f3422447c7e5e71eed.jpg,longsleeve,xkcd:dark taupe,skirt,xkcd:warm grey,17,70
..\object_detection\ClothesCategory_v9\test\images\28855538_blurr_jpg.rf.1db86f41784e932c068367d0b735df06.jpg,shortsleeve,xkcd:light grey,skirt,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\28868319_jpg.rf.6767589a9c74c5d6104c362eb68ad5ab.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:dark blue grey,-1,72
..\object_detection\ClothesCategory_v9\test\images\28939636_jpg.rf.53c752321f6014d9181c574eed40c44c.jpg,shortsleeve,xkcd:greyish brown,shortpants,xkcd:light grey,17,-1
